HG780872	Carso_ruddi_HteHT
HG786074	Esche_coli_O15EDL
HG786075	Esche_coli_O15EDL
HG786076	Esche_coli_O15EDL
HG786077	Esche_coli_O15EDL
HG786078	Esche_coli_K12
HG786079	Esche_coli_K12
HG786080	Esche_coli_K12
HG786081	Esche_coli_K12
HG786082	Esche_coli_K12
HG786083	Esche_coli_K12
HG786084	Esche_coli_K12
HG786085	Esche_coli_K12
HG786086	Esche_coli_K12
HG786087	Esche_coli_K12
HG786088	Esche_coli_K12
HG786089	Esche_coli_K12
HG786090	Esche_coli_K12
HG786091	Esche_coli_K12
HG786092	Esche_coli_K12
HG786093	Esche_coli_K12
HG786094	Esche_coli_K12
HG786095	Esche_coli_K12
HG786096	Esche_coli_K12
HG786097	Esche_coli_K12
HG786098	Esche_coli_K12
HG786099	Esche_coli_K12
HG786100	Esche_coli_K12
HG786101	Esche_coli_K12
HG786102	Esche_coli_K12
HG786103	Esche_coli_K12
HG786104	Esche_coli_K12
HG786105	Esche_coli_K12
HG786106	Esche_coli_K12
HG786107	Esche_coli_K12
HG786108	Esche_coli_K12
HG786109	Esche_coli_K12
HG786110	Esche_coli_K12
HG786111	Esche_coli_K12
HG786112	Esche_coli_K12
HG786113	Esche_coli_K12
HG786114	Esche_coli_K12
HG786115	Esche_coli_K12
HG786116	Esche_coli_K12
HG786117	Esche_coli_K12
HG786118	Esche_coli_K12
HG786119	Esche_coli_K12
HG786120	Esche_coli_K12
HG786121	Esche_coli_K12
HG786122	Esche_coli_K12
HG786123	Esche_coli_K12
HG786124	Esche_coli_K12
HG786125	Esche_coli_K12
HG786126	Esche_coli_K12
HG786127	Esche_coli_K12
HG786128	Esche_coli_K12
HG786129	Esche_coli_K12
HG786130	Esche_coli_K12
HG786131	Esche_coli_K12
HG786132	Esche_coli_K12
HG786133	Esche_coli_K12
HG786134	Esche_coli_K12
HG786135	Esche_coli_K12
HG786136	Esche_coli_K12
HG786137	Esche_coli_K12
HG786138	Esche_coli_K12
HG786139	Esche_coli_K12
HG786140	Esche_coli_K12
HG786141	Esche_coli_K12
HG786142	Esche_coli_K12
HG786143	Esche_coli_K12
HG786144	Esche_coli_K12
HG786145	Esche_coli_K12
HG786146	Esche_coli_K12
HG786147	Esche_coli_K12
HG786148	Esche_coli_K12
HG786149	Esche_coli_K12
HG786150	Esche_coli_K12
HG786151	Esche_coli_K12
HG786152	Esche_coli_K12
HG786153	Esche_coli_K12
HG786154	Esche_coli_K12
HG786155	Esche_coli_K12
HG786156	Esche_coli_K12
HG786157	Esche_coli_K12
HG786158	Esche_coli_K12
HG786159	Esche_coli_K12
HG786160	Esche_coli_K12
HG786161	Esche_coli_K12
HG786162	Esche_coli_K12
HG786163	Esche_coli_K12
HG786164	Esche_coli_K12
HG786165	Esche_coli_K12
HG786166	Esche_coli_K12
HG786167	Esche_coli_K12
HG786168	Esche_coli_K12
HG786169	Esche_coli_K12
HG786170	Esche_coli_K12
HG786171	Esche_coli_K12
HG786172	Esche_coli_K12
HG786173	Esche_coli_K12
HG786174	Esche_coli_K12
HG786175	Esche_coli_K12
HG786176	Esche_coli_K12
HG786177	Esche_coli_K12
HG786178	Esche_coli_K12
HG786179	Esche_coli_K12
HG786180	Esche_coli_K12
HG786181	Esche_coli_K12
HG786182	Esche_coli_K12
HG786183	Esche_coli_K12
HG786184	Esche_coli_K12
HG786185	Esche_coli_K12
HG786186	Esche_coli_K12
HG786187	Esche_coli_K12
HG786188	Esche_coli_K12
HG786189	Esche_coli_K12
HG786190	Esche_coli_K12
HG786191	Esche_coli_K12
HG786192	Esche_coli_K12
HG786193	Esche_coli_K12
HG786194	Esche_coli_K12
HG786195	Esche_coli_K12
HG786196	Esche_coli_K12
HG786197	Esche_coli_K12
HG786198	Esche_coli_K12
HG786199	Esche_coli_K12
HG786200	Esche_coli_K12
HG786201	Esche_coli_K12
HG786202	Esche_coli_K12
HG786203	Esche_coli_K12
HG786204	Esche_coli_K12
HG786205	Esche_coli_K12
HG786206	Esche_coli_K12
HG786207	Esche_coli_K12
HG786208	Esche_coli_K12
HG786209	Esche_coli_K12
HG786210	Esche_coli_K12
HG786211	Esche_coli_K12
HG786212	Esche_coli_K12
HG786213	Esche_coli_K12
HG786214	Esche_coli_K12
HG786215	Esche_coli_K12
HG786216	Esche_coli_K12
HG786217	Esche_coli_K12
HG786218	Esche_coli_K12
HG786219	Esche_coli_K12
HG786220	Esche_coli_K12
HG786221	Esche_coli_K12
HG786222	Esche_coli_K12
HG786223	Esche_coli_K12
HG786224	Esche_coli_K12
HG786225	Esche_coli_K12
HG786226	Esche_coli_K12
HG786227	Esche_coli_K12
HG786228	Esche_coli_K12
HG786229	Esche_coli_K12
HG786230	Esche_coli_K12
HG786231	Esche_coli_K12
HG786232	Esche_coli_K12
HG786233	Esche_coli_K12
HG786234	Esche_coli_K12
HG786235	Esche_coli_K12
HG786236	Esche_coli_K12
HG786237	Esche_coli_K12
HG786238	Esche_coli_K12
HG786239	Esche_coli_K12
HG786240	Esche_coli_K12
HG786241	Esche_coli_K12
HG786242	Esche_coli_K12
HG786243	Esche_coli_K12
HG786244	Esche_coli_K12
HG786245	Esche_coli_K12
HG786246	Esche_coli_K12
HG786247	Esche_coli_K12
HG786248	Esche_coli_K12
HG786249	Esche_coli_K12
HG786250	Esche_coli_K12
HG786251	Esche_coli_K12
HG786252	Esche_coli_K12
HG786253	Esche_coli_K12
HG786254	Esche_coli_K12
HG786255	Esche_coli_K12
HG786256	Esche_coli_K12
HG786257	Esche_coli_K12
HG786258	Esche_coli_K12
HG786259	Esche_coli_K12
HG786260	Esche_coli_K12
HG786261	Esche_coli_K12
HG786262	Esche_coli_K12
HG786263	Esche_coli_K12
HG786264	Esche_coli_K12
HG786265	Esche_coli_K12
HG786266	Esche_coli_K12
HG786267	Esche_coli_K12
HG786268	Esche_coli_K12
HG786269	Esche_coli_K12
HG786270	Esche_coli_K12
HG786271	Esche_coli_K12
HG786272	Esche_coli_K12
HG786273	Esche_coli_K12
HG786274	Esche_coli_K12
HG786275	Esche_coli_K12
HG786276	Esche_coli_K12
HG786277	Esche_coli_K12
HG786278	Esche_coli_K12
HG786279	Esche_coli_K12
HG786280	Esche_coli_K12
HG786281	Esche_coli_K12
HG786282	Esche_coli_K12
HG786283	Esche_coli_K12
HG786284	Esche_coli_K12
HG786285	Esche_coli_K12
HG786286	Esche_coli_K12
HG786287	Esche_coli_K12
HG786288	Esche_coli_K12
HG786289	Esche_coli_K12
HG786290	Esche_coli_K12
HG786291	Esche_coli_K12
HG786292	Esche_coli_K12
HG786293	Esche_coli_K12
HG786294	Esche_coli_K12
HG786295	Esche_coli_K12
HG786296	Esche_coli_K12
HG786297	Esche_coli_K12
HG786298	Esche_coli_K12
HG786299	Esche_coli_K12
HG786300	Esche_coli_K12
HG786301	Esche_coli_K12
HG786302	Esche_coli_K12
HG786303	Esche_coli_K12
HG786304	Esche_coli_K12
HG786305	Esche_coli_K12
HG786306	Esche_coli_K12
HG786307	Esche_coli_K12
HG786308	Esche_coli_K12
HG786309	Esche_coli_K12
HG786310	Esche_coli_K12
HG786311	Esche_coli_K12
HG786312	Esche_coli_K12
HG786313	Esche_coli_K12
HG786314	Esche_coli_K12
HG786315	Esche_coli_K12
HG786316	Esche_coli_K12
HG786317	Esche_coli_K12
HG786318	Esche_coli_K12
HG786319	Esche_coli_K12
HG786320	Esche_coli_K12
HG786321	Esche_coli_K12
HG786322	Esche_coli_K12
HG786323	Esche_coli_K12
HG786324	Esche_coli_K12
HG786325	Esche_coli_K12
HG786326	Esche_coli_K12
HG786327	Esche_coli_K12
HG786328	Esche_coli_K12
HG786329	Esche_coli_K12
HG786330	Esche_coli_K12
HG786331	Esche_coli_K12
HG786332	Esche_coli_K12
HG786333	Esche_coli_K12
HG786334	Esche_coli_K12
HG786335	Esche_coli_K12
HG786336	Esche_coli_K12
HG786337	Esche_coli_K12
HG786338	Esche_coli_K12
HG786339	Esche_coli_K12
HG786340	Esche_coli_K12
HG786341	Esche_coli_K12
HG786342	Esche_coli_K12
HG786343	Esche_coli_K12
HG786344	Esche_coli_K12
HG786345	Esche_coli_K12
HG786346	Esche_coli_K12
HG786347	Esche_coli_K12
HG786348	Esche_coli_K12
HG786349	Esche_coli_K12
HG786350	Esche_coli_K12
HG786351	Esche_coli_K12
HG786352	Esche_coli_K12
HG786353	Esche_coli_K12
HG786354	Esche_coli_K12
HG786355	Esche_coli_K12
HG786356	Esche_coli_K12
HG786357	Esche_coli_K12
HG786358	Esche_coli_K12
HG786359	Esche_coli_K12
HG786360	Esche_coli_K12
HG786361	Esche_coli_K12
HG786362	Esche_coli_K12
HG786363	Esche_coli_K12
HG786364	Esche_coli_K12
HG786365	Esche_coli_K12
HG786366	Esche_coli_K12
HG786367	Esche_coli_K12
HG786368	Esche_coli_K12
HG786369	Esche_coli_K12
HG786370	Esche_coli_K12
HG786371	Esche_coli_K12
HG786372	Esche_coli_K12
HG786373	Esche_coli_K12
HG786374	Esche_coli_K12
HG786375	Esche_coli_K12
HG786376	Esche_coli_K12
HG786377	Esche_coli_K12
HG786378	Esche_coli_K12
HG786379	Esche_coli_K12
HG786380	Esche_coli_K12
HG786381	Esche_coli_K12
HG786382	Esche_coli_K12
HG786383	Esche_coli_K12
HG786384	Esche_coli_K12
HG786385	Esche_coli_K12
HG786386	Esche_coli_K12
HG786387	Esche_coli_K12
HG786388	Esche_coli_K12
HG786389	Esche_coli_K12
HG786390	Esche_coli_K12
HG786391	Esche_coli_K12
HG786392	Esche_coli_K12
HG786393	Esche_coli_K12
HG786394	Esche_coli_K12
HG786395	Esche_coli_K12
HG786396	Esche_coli_K12
HG786397	Esche_coli_K12
HG786398	Esche_coli_K12
HG786399	Esche_coli_K12
HG786400	Esche_coli_K12
HG786401	Esche_coli_K12
HG786402	Esche_coli_K12
HG786403	Esche_coli_K12
HG786404	Esche_coli_K12
HG786405	Esche_coli_K12
HG786406	Esche_coli_K12
HG786407	Esche_coli_K12
HG786408	Esche_coli_K12
HG786409	Esche_coli_K12
HG786410	Esche_coli_K12
HG786411	Esche_coli_K12
HG786412	Esche_coli_K12
HG786413	Esche_coli_K12
HG786414	Esche_coli_K12
HG786415	Esche_coli_K12
HG786416	Esche_coli_K12
HG786417	Esche_coli_K12
HG786418	Esche_coli_K12
HG786419	Esche_coli_K12
HG786420	Esche_coli_K12
HG786421	Esche_coli_K12
HG786422	Esche_coli_K12
HG786423	Esche_coli_K12
HG786424	Esche_coli_K12
HG786425	Esche_coli_K12
HG786426	Esche_coli_K12
HG786427	Esche_coli_K12
HG786428	Esche_coli_K12
HG786429	Esche_coli_K12
HG786430	Esche_coli_K12
HG786431	Esche_coli_K12
HG786432	Esche_coli_K12
HG786433	Esche_coli_K12
HG786434	Esche_coli_K12
HG786435	Esche_coli_K12
HG786436	Esche_coli_K12
HG786437	Esche_coli_K12
HG786438	Esche_coli_K12
HG786439	Esche_coli_K12
HG786440	Esche_coli_K12
HG786441	Esche_coli_K12
HG786442	Esche_coli_K12
HG786443	Esche_coli_K12
HG786444	Esche_coli_K12
HG786445	Esche_coli_K12
HG786446	Esche_coli_K12
HG786447	Esche_coli_K12
HG786448	Esche_coli_K12
HG786449	Esche_coli_K12
HG786450	Esche_coli_K12
HG786451	Esche_coli_K12
HG786452	Esche_coli_K12
HG786453	Esche_coli_K12
HG786454	Esche_coli_K12
HG786455	Esche_coli_K12
HG786456	Esche_coli_K12
HG786457	Esche_coli_K12
HG786458	Esche_coli_K12
HG786459	Esche_coli_K12
HG786460	Esche_coli_K12
HG786461	Esche_coli_K12
HG786462	Esche_coli_K12
HG786463	Esche_coli_K12
HG786464	Esche_coli_K12
HG786465	Esche_coli_K12
HG786466	Esche_coli_K12
HG786467	Esche_coli_K12
HG786468	Esche_coli_K12
HG786469	Esche_coli_K12
HG786470	Esche_coli_K12
HG786471	Esche_coli_K12
HG786472	Esche_coli_K12
HG786473	Esche_coli_K12
HG786474	Esche_coli_K12
HG786475	Esche_coli_K12
HG786476	Esche_coli_K12
HG786477	Esche_coli_K12
HG786478	Esche_coli_K12
HG786479	Esche_coli_K12
HG786480	Esche_coli_K12
HG786481	Esche_coli_K12
HG786482	Esche_coli_K12
HG786483	Esche_coli_K12
HG786484	Esche_coli_K12
HG786485	Esche_coli_K12
HG786486	Esche_coli_K12
HG786487	Esche_coli_K12
HG786488	Esche_coli_K12
HG786489	Esche_coli_K12
HG786490	Esche_coli_K12
HG786491	Esche_coli_K12
HG786492	Esche_coli_K12
HG786493	Esche_coli_K12
HG786494	Esche_coli_K12
HG786495	Esche_coli_K12
HG786496	Esche_coli_K12
HG786497	Esche_coli_K12
HG786498	Esche_coli_K12
HG786499	Esche_coli_K12
HG786500	Esche_coli_K12
HG786501	Esche_coli_K12
HG786502	Esche_coli_K12
HG786503	Esche_coli_K12
HG786504	Esche_coli_K12
HG786505	Esche_coli_K12
HG786506	Esche_coli_K12
HG786507	Esche_coli_K12
HG786508	Esche_coli_K12
HG786509	Esche_coli_K12
HG786510	Esche_coli_K12
HG786511	Esche_coli_K12
HG786512	Esche_coli_K12
HG786513	Esche_coli_K12
HG786514	Esche_coli_K12
HG786515	Esche_coli_K12
HG786516	Esche_coli_K12
HG786517	Esche_coli_K12
HG786518	Esche_coli_K12
HG786519	Esche_coli_K12
HG786520	Esche_coli_K12
HG786521	Esche_coli_K12
HG786522	Esche_coli_K12
HG786523	Esche_coli_K12
HG786524	Esche_coli_K12
HG786525	Esche_coli_K12
HG786526	Esche_coli_K12
HG786527	Esche_coli_K12
HG786528	Esche_coli_K12
HG786529	Esche_coli_K12
HG786530	Esche_coli_K12
HG786531	Esche_coli_K12
HG786532	Esche_coli_K12
HG786533	Esche_coli_K12
HG786534	Esche_coli_K12
HG786535	Esche_coli_K12
HG786536	Esche_coli_K12
HG786537	Esche_coli_K12
HG786538	Esche_coli_K12
HG786539	Esche_coli_K12
HG786540	Esche_coli_K12
HG786541	Esche_coli_K12
HG786542	Esche_coli_K12
HG786543	Esche_coli_K12
HG786544	Esche_coli_K12
HG786545	Esche_coli_K12
HG786546	Esche_coli_K12
HG786547	Esche_coli_K12
HG786548	Esche_coli_K12
HG786549	Esche_coli_K12
HG786550	Esche_coli_K12
HG786551	Esche_coli_K12
HG786552	Esche_coli_K12
HG786553	Esche_coli_K12
HG786554	Esche_coli_K12
HG786555	Esche_coli_K12
HG786556	Esche_coli_K12
HG786557	Esche_coli_K12
HG786558	Esche_coli_K12
HG786559	Esche_coli_K12
HG786560	Esche_coli_K12
HG786561	Esche_coli_K12
HG786562	Esche_coli_K12
HG786563	Esche_coli_K12
HG786564	Esche_coli_K12
HG786565	Esche_coli_K12
HG786566	Esche_coli_K12
HG786567	Esche_coli_K12
HG786568	Esche_coli_K12
HG786569	Esche_coli_K12
HG786570	Esche_coli_K12
HG786571	Esche_coli_K12
HG786572	Esche_coli_K12
HG786573	Esche_coli_K12
HG786574	Esche_coli_K12
HG786575	Esche_coli_K12
HG786576	Esche_coli_K12
HG786577	Esche_coli_K12
HG786578	Esche_coli_K12
HG786579	Esche_coli_K12
HG786580	Esche_coli_K12
HG786581	Esche_coli_K12
HG786582	Esche_coli_K12
HG786583	Esche_coli_K12
HG786584	Esche_coli_K12
HG786585	Esche_coli_K12
HG786586	Esche_coli_K12
HG786587	Esche_coli_K12
HG786588	Esche_coli_K12
HG786589	Esche_coli_K12
HG786590	Esche_coli_K12
HG786591	Esche_coli_K12
HG786592	Esche_coli_K12
HG786593	Esche_coli_K12
HG786594	Esche_coli_K12
HG786595	Esche_coli_K12
HG786596	Esche_coli_K12
HG786597	Esche_coli_K12
HG786598	Esche_coli_K12
HG786599	Esche_coli_K12
HG786600	Esche_coli_K12
HG786601	Esche_coli_K12
HG786602	Esche_coli_K12
HG786603	Esche_coli_K12
HG786604	Esche_coli_K12
HG786605	Esche_coli_K12
HG786606	Esche_coli_K12
HG786607	Esche_coli_K12
HG786608	Esche_coli_K12
HG786609	Esche_coli_K12
HG786610	Esche_coli_K12
HG786611	Esche_coli_K12
HG786612	Esche_coli_K12
HG786613	Esche_coli_K12
HG786614	Esche_coli_K12
HG786615	Esche_coli_K12
HG786616	Esche_coli_K12
HG786617	Esche_coli_K12
HG786618	Esche_coli_K12
HG786619	Esche_coli_K12
HG786620	Esche_coli_K12
HG786621	Esche_coli_K12
HG786622	Esche_coli_K12
HG786623	Esche_coli_K12
HG786624	Esche_coli_K12
HG786625	Esche_coli_K12
HG786626	Esche_coli_K12
HG786627	Esche_coli_K12
HG786628	Esche_coli_K12
HG786629	Esche_coli_K12
HG786630	Esche_coli_K12
HG786631	Esche_coli_K12
HG786632	Esche_coli_K12
HG786633	Esche_coli_K12
HG786634	Esche_coli_K12
HG786635	Esche_coli_K12
HG786636	Esche_coli_K12
HG786637	Esche_coli_K12
HG786638	Esche_coli_K12
HG786639	Esche_coli_K12
HG786640	Esche_coli_K12
HG786641	Esche_coli_K12
HG786642	Esche_coli_K12
HG786643	Esche_coli_K12
HG786644	Esche_coli_K12
HG786645	Esche_coli_K12
HG786646	Esche_coli_K12
HG786647	Esche_coli_K12
HG786648	Esche_coli_K12
HG786649	Esche_coli_K12
HG786650	Esche_coli_K12
HG786651	Esche_coli_K12
HG786652	Esche_coli_K12
HG786653	Esche_coli_K12
HG786654	Esche_coli_K12
HG786655	Esche_coli_K12
HG786656	Esche_coli_K12
HG786657	Esche_coli_K12
HG786658	Esche_coli_K12
HG786659	Esche_coli_K12
HG786660	Esche_coli_K12
HG786661	Esche_coli_K12
HG786662	Esche_coli_K12
HG786663	Esche_coli_K12
HG786664	Esche_coli_K12
HG786665	Esche_coli_K12
HG786666	Esche_coli_K12
HG786667	Esche_coli_K12
HG786668	Esche_coli_K12
HG786669	Esche_coli_K12
HG786670	Esche_coli_K12
HG786671	Esche_coli_K12
HG786672	Esche_coli_K12
HG786673	Esche_coli_K12
HG786674	Esche_coli_K12
HG786675	Esche_coli_K12
HG786676	Esche_coli_K12
HG786677	Esche_coli_K12
HG786678	Esche_coli_K12
HG786679	Esche_coli_K12
HG786680	Esche_coli_K12
HG786681	Esche_coli_K12
HG786682	Esche_coli_K12
HG786683	Esche_coli_K12
HG786684	Esche_coli_K12
HG786685	Esche_coli_K12
HG786686	Esche_coli_K12
HG786687	Esche_coli_K12
HG786688	Esche_coli_K12
HG786689	Esche_coli_K12
HG786690	Esche_coli_K12
HG786691	Esche_coli_K12
HG786692	Esche_coli_K12
HG786693	Esche_coli_K12
HG786694	Esche_coli_K12
HG786695	Esche_coli_K12
HG786696	Esche_coli_K12
HG786697	Esche_coli_K12
HG786698	Esche_coli_K12
HG786699	Esche_coli_K12
HG786700	Esche_coli_K12
HG786701	Esche_coli_K12
HG786702	Esche_coli_K12
HG786703	Esche_coli_K12
HG786704	Esche_coli_K12
HG786705	Esche_coli_K12
HG786706	Esche_coli_K12
HG786707	Esche_coli_K12
HG786708	Esche_coli_K12
HG786709	Esche_coli_K12
HG786710	Esche_coli_K12
HG786711	Esche_coli_K12
HG786712	Esche_coli_K12
HG786713	Esche_coli_K12
HG786714	Esche_coli_K12
HG786715	Esche_coli_K12
HG786716	Esche_coli_K12
HG786717	Esche_coli_K12
HG786718	Esche_coli_K12
HG786719	Esche_coli_K12
HG786720	Esche_coli_K12
HG786721	Esche_coli_K12
HG786722	Esche_coli_K12
HG786723	Esche_coli_K12
HG786724	Esche_coli_K12
HG786725	Esche_coli_K12
HG786726	Esche_coli_K12
HG786727	Esche_coli_K12
HG786728	Esche_coli_K12
HG786729	Esche_coli_K12
HG786730	Esche_coli_K12
HG786731	Esche_coli_K12
HG786732	Esche_coli_K12
HG786733	Esche_coli_K12
HG786734	Esche_coli_K12
HG786735	Esche_coli_K12
HG786736	Esche_coli_K12
HG786737	Esche_coli_K12
HG786738	Esche_coli_K12
HG786739	Esche_coli_K12
HG786740	Esche_coli_K12
HG786741	Esche_coli_K12
HG786742	Esche_coli_K12
HG786743	Esche_coli_K12
HG786744	Esche_coli_K12
HG786745	Esche_coli_K12
HG786746	Esche_coli_K12
HG786747	Esche_coli_K12
HG786748	Esche_coli_K12
HG786749	Esche_coli_K12
HG786750	Esche_coli_K12
HG786751	Esche_coli_K12
HG786752	Esche_coli_K12
HG786753	Esche_coli_K12
HG786754	Esche_coli_K12
HG786755	Esche_coli_K12
HG786756	Esche_coli_K12
HG786757	Esche_coli_K12
HG786758	Esche_coli_K12
HG786759	Esche_coli_K12
HG786760	Esche_coli_K12
HG786761	Esche_coli_K12
HG786762	Esche_coli_K12
HG786763	Esche_coli_K12
HG786764	Esche_coli_K12
HG786765	Esche_coli_K12
HG786766	Esche_coli_K12
HG786767	Esche_coli_K12
HG786768	Esche_coli_K12
HG786769	Esche_coli_K12
HG786770	Esche_coli_K12
HG786771	Esche_coli_K12
HG786772	Esche_coli_K12
HG786773	Esche_coli_K12
HG786774	Esche_coli_K12
HG786775	Esche_coli_K12
HG786776	Esche_coli_K12
HG786777	Esche_coli_K12
HG786778	Esche_coli_K12
HG786779	Esche_coli_K12
HG786780	Esche_coli_K12
HG786781	Esche_coli_K12
HG786782	Esche_coli_K12
HG786783	Esche_coli_K12
HG786784	Esche_coli_K12
HG786785	Esche_coli_K12
HG786786	Esche_coli_K12
HG786787	Esche_coli_K12
HG786788	Esche_coli_K12
HG786789	Esche_coli_K12
HG786790	Esche_coli_K12
HG786791	Esche_coli_K12
HG786792	Esche_coli_K12
HG786793	Esche_coli_K12
HG786794	Esche_coli_K12
HG786795	Esche_coli_K12
HG786796	Esche_coli_K12
HG786797	Esche_coli_K12
HG786798	Esche_coli_K12
HG786799	Esche_coli_K12
HG786800	Esche_coli_K12
HG786801	Esche_coli_K12
HG786802	Esche_coli_K12
HG786803	Esche_coli_K12
HG786804	Esche_coli_K12
HG786805	Esche_coli_K12
HG786806	Esche_coli_K12
HG786807	Esche_coli_K12
HG786808	Esche_coli_K12
HG786809	Esche_coli_K12
HG786810	Esche_coli_K12
HG786811	Esche_coli_K12
HG786812	Esche_coli_K12
HG786813	Esche_coli_K12
HG786814	Esche_coli_K12
HG786815	Esche_coli_K12
HG786816	Esche_coli_K12
HG786817	Esche_coli_K12
HG786818	Esche_coli_K12
HG786819	Esche_coli_K12
HG786820	Esche_coli_K12
HG786821	Esche_coli_K12
HG786822	Esche_coli_K12
HG786823	Esche_coli_K12
HG786824	Esche_coli_K12
HG786825	Esche_coli_K12
HG786826	Esche_coli_K12
HG786827	Esche_coli_K12
HG786828	Esche_coli_K12
HG786829	Esche_coli_K12
HG786830	Esche_coli_K12
HG786831	Esche_coli_K12
HG786832	Esche_coli_K12
HG786833	Esche_coli_K12
HG786834	Esche_coli_K12
HG786835	Esche_coli_K12
HG786836	Esche_coli_K12
HG786837	Esche_coli_K12
HG786838	Esche_coli_K12
HG786839	Esche_coli_K12
HG786840	Esche_coli_K12
HG786841	Esche_coli_K12
HG786842	Esche_coli_K12
HG786843	Esche_coli_K12
HG786844	Esche_coli_K12
HG786845	Esche_coli_K12
HG786846	Esche_coli_K12
HG786847	Esche_coli_K12
HG786848	Esche_coli_K12
HG786849	Esche_coli_K12
HG786850	Esche_coli_K12
HG786851	Esche_coli_K12
HG786852	Esche_coli_K12
HG786853	Esche_coli_K12
HG786854	Esche_coli_K12
HG786855	Esche_coli_K12
HG786856	Esche_coli_K12
HG786857	Esche_coli_K12
HG786858	Esche_coli_K12
HG786859	Esche_coli_K12
HG786860	Esche_coli_K12
HG786861	Esche_coli_K12
HG786862	Esche_coli_K12
HG786863	Esche_coli_K12
HG786864	Esche_coli_K12
HG786865	Esche_coli_K12
HG786866	Esche_coli_K12
HG786867	Esche_coli_K12
HG786868	Esche_coli_K12
HG786869	Esche_coli_K12
HG786870	Esche_coli_K12
HG786871	Esche_coli_K12
HG786872	Esche_coli_K12
HG786873	Esche_coli_K12
HG786874	Esche_coli_K12
HG786875	Esche_coli_K12
HG786876	Esche_coli_K12
HG786877	Esche_coli_K12
HG786878	Esche_coli_K12
HG786879	Esche_coli_K12
HG786880	Esche_coli_K12
HG786881	Esche_coli_K12
HG786882	Esche_coli_K12
HG786883	Esche_coli_K12
HG786884	Esche_coli_K12
HG786885	Esche_coli_K12
HG786886	Esche_coli_K12
HG786887	Esche_coli_K12
HG786888	Esche_coli_K12
HG786889	Esche_coli_K12
HG786890	Esche_coli_K12
HG786891	Esche_coli_K12
HG786892	Esche_coli_K12
HG786893	Esche_coli_K12
HG786894	Esche_coli_K12
HG786895	Esche_coli_K12
HG786896	Esche_coli_K12
HG786897	Esche_coli_K12
HG786898	Esche_coli_K12
HG786899	Esche_coli_K12
HG786900	Esche_coli_K12
HG786901	Esche_coli_K12
HG786902	Esche_coli_K12
HG786903	Esche_coli_K12
HG786904	Esche_coli_K12
HG786905	Esche_coli_K12
HG786906	Esche_coli_K12
HG786907	Esche_coli_E24377
HG786908	Prote_mirab_HI4320
HG786909	Prote_mirab_HI4320
HG786910	Prote_mirab_HI4320
HG786911	Prote_mirab_HI4320
HG786912	Prote_mirab_HI4320
HG786913	Prote_mirab_HI4320
HG786914	Prote_mirab_HI4320
HG786915	Enter_cance_35316
HG786916	Enter_cance_35316
HG786917	Enter_cance_35316
HG786918	Enter_cance_35316
HG786919	Enter_cloac_EcWSU1
HG786920	Enter_cloac_EcWSU1
HG786921	Enter_sp_638
HG786922	Enter_cloac_13047
HG786923	Enter_cloac_13047
HG786924	Enter_cloac_13047
HG786925	Enter_cloac_13047
HG786926	Enter_cloac_13047
HG786927	Enter_cloac_13047
HG786928	Serra_marce_LCTSM2
HG786929	Serra_marce_LCTSM2
HG786930	Serra_marce_LCTSM2
HG786931	Serra_marce_LCTSM2
HG786932	Helic_hepat_51449
HG786933	Helic_hepat_51449
HG786934	Helic_cinae_PAGU61
HG786935	Porph_asacc_20707
HG786936	Vibri_splen_LGP32
HG786937	Vibri_splen_LGP32
HG786938	Vibri_splen_LGP32
HG786939	Vibri_splen_LGP32
HG786940	Vibri_splen_LGP32
HG786941	Vibri_splen_LGP32
HG786942	Vibri_sp_Ex25
HG786943	Vibri_sp_Ex25
HG786944	Vibri_sp_Ex25
HG786945	Vibri_sp_Ex25
HG786946	Vibri_campb_BAA111
HG786947	Vibri_campb_BAA111
HG786948	Vibri_campb_BAA111
HG786949	Vibri_campb_BAA111
HG786950	Vibri_sp_EJY3
HG786951	Vibri_sp_EJY3
HG786952	Vibri_sp_EJY3
HG786953	Vibri_parah_RIM221
HG786954	Vibri_parah_RIM221
HG786955	Vibri_parah_RIM221
HG786956	Vibri_parah_RIM221
HG786957	Vibri_parah_RIM221
HG786958	Vibri_parah_RIM221
HG786959	Vibri_parah_RIM221
HG786960	Vibri_parah_RIM221
HG786961	Vibri_parah_RIM221
HG786962	Vibri_parah_RIM221
HG786963	Vibri_parah_RIM221
HG786964	Vibri_parah_RIM221
HG786965	Vibri_vulni_CMCP6
HG786966	Vibri_vulni_CMCP6
HG786967	Vibri_vulni_CMCP6
HG786968	Bloch_flori
HG786969	Guill_theta
HG786970	Helic_muste_12198
HG786971	Helic_muste_12198
HG786972	Thala_weiss
HG786973	Thala_pseud
HG786974	Thala_pseud
HG786975	Wiggl_gloss_Gmo
HG786976	Blatt_sp_Pam
HG786977	Blatt_sp_Cpu
HG786978	Blatt_sp_Mda
HG786979	Glaci_sp_4H37YE
HG786980	Psalt_atlan_T6c
HG786981	Haemo_somnu_2336
HG786982	Haemo_somnu_2336
HG786983	Bloch_penns_BPEN
HG786984	Xenor_nemat_19061
HG786985	Mannh_haemo_PHL213
HG786986	Mannh_haemo_PHL213
HG786987	Mannh_haemo_PHL213
HG786988	Mannh_haemo_PHL213
HG786989	Mannh_haemo_PHL213
HG786990	Mannh_haemo_PHL213
